"","subject","trial","sector","length","animal","questions_sector_1","questions_sector_2","questions_biggersmaller","posteriors_new_1","posteriors_new_2","posteriors_new_3","posteriors_new_4","answers_old","t_question","t_response","response","prevTrial","prevSubject","isNewSector","isNewSubject","secId","animal1","animal2","animal3","animal4","animal5"
"2885",9,1,3,1,2,3,1,2,0.259308707906839,0.115413143450527,0.21376650348613,0.411511645156505,1,1570625.33388724,1570627.29964143,2,2,9,TRUE,FALSE,138,0,1,0,0,0
"2886",10,1,4,6,5,4,3,1,0.246354214436394,0.343666880675044,0.205814913326607,0.204163991561955,1,88428.205842278,88429.727728693,2,2,10,TRUE,FALSE,138,2,2,0,0,2
"2887",11,1,4,1,5,2,4,2,0.246354214436394,0.343666880675044,0.205814913326607,0.204163991561955,2,93806.270600686,93807.746473887,1,1,11,TRUE,FALSE,138,0,0,0,0,1
"2888",12,1,1,4,2,2,4,2,0.259308707906839,0.115413143450527,0.21376650348613,0.411511645156505,2,526792.896037013,526794.171702362,2,2,12,TRUE,FALSE,138,1,1,0,1,1
"2889",13,1,3,1,4,1,4,2,0.42590027700831,0.251731301939058,0.291089566020314,0.0312788550323176,2,608189.586887484,608190.9836173,1,2,13,TRUE,FALSE,138,0,0,0,1,0
"2890",14,1,3,6,5,4,2,1,0.246354214436394,0.343666880675044,0.205814913326607,0.204163991561955,2,602180.128695781,602181.719388576,1,6,14,TRUE,FALSE,138,0,0,0,3,3
"2891",15,1,1,3,2,2,4,2,0.259308707906839,0.115413143450527,0.21376650348613,0.411511645156505,1,786096.085084933,786097.322469012,1,4,15,TRUE,FALSE,138,0,2,0,0,1
"2892",16,1,3,4,4,3,2,2,0.42590027700831,0.251731301939058,0.291089566020314,0.0312788550323176,2,791891.061469783,791892.247007183,1,4,16,TRUE,FALSE,138,2,1,0,1,0
"2893",17,1,4,1,4,4,3,1,0.42590027700831,0.251731301939058,0.291089566020314,0.0312788550323176,2,1297021.06315294,1297022.62595829,2,6,17,TRUE,FALSE,138,0,0,0,1,0
"2894",18,1,4,4,5,2,1,1,0.246354214436394,0.343666880675044,0.205814913326607,0.204163991561955,1,1580752.08948983,1580753.49549934,1,3,18,TRUE,FALSE,138,1,1,0,0,2
"2895",19,1,3,1,4,4,1,1,0.42590027700831,0.251731301939058,0.291089566020314,0.0312788550323176,2,1633948.90340911,1633950.33649202,2,6,19,TRUE,FALSE,138,0,0,0,1,0
"2896",20,1,1,6,1,2,4,2,0.104755784061697,0.240268086669115,0.236044803525523,0.418931325743665,2,3205977.17285575,3205978.7636172,1,3,20,TRUE,FALSE,138,1,1,0,1,3
"2897",21,1,4,1,3,3,1,2,0.2625,0.241785714285714,0.436428571428571,0.0592857142857143,1,3795953.6836412,3795955.57065624,2,1,21,TRUE,FALSE,138,0,0,1,0,0
"2898",22,1,2,1,5,3,4,2,0.246354214436394,0.343666880675044,0.205814913326607,0.204163991561955,2,3810185.74711056,3810187.42232458,1,2,22,TRUE,FALSE,138,0,0,0,0,1
"2899",1,1,4,2,1,4,2,2,0.104755784061697,0.240268086669115,0.236044803525523,0.418931325743665,2,432367.772210744,432368.695373315,2,5,1,TRUE,FALSE,139,2,0,0,0,0
"2900",3,1,4,3,1,4,1,2,0.104755784061697,0.240268086669115,0.236044803525523,0.418931325743665,2,864501.613334638,864503.145664546,1,3,3,TRUE,FALSE,139,1,2,0,0,0
"2901",4,1,4,2,1,1,2,1,0.104755784061697,0.240268086669115,0.236044803525523,0.418931325743665,2,2324751.09504446,2324753.2205946,2,4,4,TRUE,FALSE,139,1,0,0,1,0
"2902",5,1,3,5,1,3,4,2,0.104755784061697,0.240268086669115,0.236044803525523,0.418931325743665,1,2401133.07930662,2401134.25020886,2,3,5,TRUE,FALSE,139,3,1,1,0,0
"2903",6,1,2,4,5,2,3,2,0.246354214436394,0.343666880675044,0.205814913326607,0.204163991561955,2,2405783.83679773,2405785.61943274,2,4,6,TRUE,FALSE,139,1,0,0,1,2
"2904",7,1,4,6,1,1,2,2,0.104755784061697,0.240268086669115,0.236044803525523,0.418931325743665,1,1340516.57170599,1340518.25124654,2,4,7,TRUE,FALSE,139,1,1,0,0,4
"2905",8,1,4,1,1,3,4,1,0.104755784061697,0.240268086669115,0.236044803525523,0.418931325743665,1,1335506.05297978,1335507.42556641,2,6,8,TRUE,FALSE,139,1,0,0,0,0
"2906",9,1,2,2,4,3,1,2,0.42590027700831,0.251731301939058,0.291089566020314,0.0312788550323176,1,1570625.33388724,1570627.29964143,2,1,9,TRUE,FALSE,139,0,0,0,2,0
"2907",10,1,1,4,1,3,2,2,0.104755784061697,0.240268086669115,0.236044803525523,0.418931325743665,2,88428.205842278,88429.727728693,2,6,10,TRUE,FALSE,139,1,1,0,1,1
"2908",11,1,4,6,2,2,3,2,0.259308707906839,0.115413143450527,0.21376650348613,0.411511645156505,1,93806.270600686,93807.746473887,1,1,11,TRUE,FALSE,139,3,2,0,1,0
"2909",12,1,3,1,5,1,3,1,0.246354214436394,0.343666880675044,0.205814913326607,0.204163991561955,1,526792.896037013,526794.171702362,2,4,12,TRUE,FALSE,139,0,0,0,0,1
"2910",13,1,2,1,2,1,2,1,0.259308707906839,0.115413143450527,0.21376650348613,0.411511645156505,1,608189.586887484,608190.9836173,1,1,13,TRUE,FALSE,139,0,1,0,0,0
"2911",14,1,2,3,5,2,1,1,0.246354214436394,0.343666880675044,0.205814913326607,0.204163991561955,1,602180.128695781,602181.719388576,1,6,14,TRUE,FALSE,139,1,0,0,0,2
"2912",15,1,4,4,2,2,4,1,0.259308707906839,0.115413143450527,0.21376650348613,0.411511645156505,2,786096.085084933,786097.322469012,1,3,15,TRUE,FALSE,139,0,2,0,0,2
"2913",16,1,2,4,4,3,1,2,0.42590027700831,0.251731301939058,0.291089566020314,0.0312788550323176,1,791891.061469783,791892.247007183,1,4,16,TRUE,FALSE,139,0,1,0,3,0
"2914",17,1,3,5,1,1,3,1,0.104755784061697,0.240268086669115,0.236044803525523,0.418931325743665,2,1297021.06315294,1297022.62595829,2,1,17,TRUE,FALSE,139,4,0,0,1,0
"2915",18,1,2,3,5,1,2,1,0.246354214436394,0.343666880675044,0.205814913326607,0.204163991561955,2,1580752.08948983,1580753.49549934,1,4,18,TRUE,FALSE,139,1,0,0,0,2
"2916",19,1,2,4,5,4,3,1,0.246354214436394,0.343666880675044,0.205814913326607,0.204163991561955,1,1633948.90340911,1633950.33649202,2,1,19,TRUE,FALSE,139,1,1,0,0,2
"2917",20,1,2,1,5,2,4,1,0.246354214436394,0.343666880675044,0.205814913326607,0.204163991561955,1,3205977.17285575,3205978.7636172,1,6,20,TRUE,FALSE,139,0,0,0,0,1
"2918",21,1,1,6,2,2,3,1,0.259308707906839,0.115413143450527,0.21376650348613,0.411511645156505,2,3795953.6836412,3795955.57065624,2,1,21,TRUE,FALSE,139,1,2,1,2,0
"2919",22,1,2,3,5,3,4,1,0.246354214436394,0.343666880675044,0.205814913326607,0.204163991561955,1,3810185.74711056,3810187.42232458,1,1,22,TRUE,FALSE,139,0,0,0,0,3
"2920",1,1,2,2,5,2,3,2,0.246354214436394,0.343666880675044,0.205814913326607,0.204163991561955,2,432367.772210744,432368.695373315,2,2,1,TRUE,FALSE,140,0,0,0,1,1
"2921",3,1,2,6,4,4,2,1,0.42590027700831,0.251731301939058,0.291089566020314,0.0312788550323176,2,864501.613334638,864503.145664546,1,3,3,TRUE,FALSE,140,2,0,1,1,2
"2922",4,1,3,5,2,2,1,2,0.259308707906839,0.115413143450527,0.21376650348613,0.411511645156505,1,2324751.09504446,2324753.2205946,2,2,4,TRUE,FALSE,140,0,1,0,2,2
"2923",5,1,2,3,4,4,1,1,0.42590027700831,0.251731301939058,0.291089566020314,0.0312788550323176,2,2401133.07930662,2401134.25020886,2,5,5,TRUE,FALSE,140,1,0,1,1,0
"2924",6,1,4,6,1,4,3,2,0.104755784061697,0.240268086669115,0.236044803525523,0.418931325743665,2,2405783.83679773,2405785.61943274,2,4,6,TRUE,FALSE,140,5,0,0,0,1
"2925",7,1,3,1,3,4,2,2,0.2625,0.241785714285714,0.436428571428571,0.0592857142857143,1,1340516.57170599,1340518.25124654,2,6,7,TRUE,FALSE,140,0,0,1,0,0
"2926",8,1,4,1,2,2,3,2,0.259308707906839,0.115413143450527,0.21376650348613,0.411511645156505,2,1335506.05297978,1335507.42556641,2,1,8,TRUE,FALSE,140,0,1,0,0,0
"2927",9,1,1,1,2,4,3,2,0.259308707906839,0.115413143450527,0.21376650348613,0.411511645156505,1,1570625.33388724,1570627.29964143,2,2,9,TRUE,FALSE,140,0,1,0,0,0
"2928",10,1,3,1,2,1,2,2,0.259308707906839,0.115413143450527,0.21376650348613,0.411511645156505,2,88428.205842278,88429.727728693,2,4,10,TRUE,FALSE,140,0,1,0,0,0
"2929",11,1,4,2,5,2,1,2,0.246354214436394,0.343666880675044,0.205814913326607,0.204163991561955,1,93806.270600686,93807.746473887,1,6,11,TRUE,FALSE,140,0,0,0,1,1
"2930",12,1,2,1,1,1,2,2,0.104755784061697,0.240268086669115,0.236044803525523,0.418931325743665,2,526792.896037013,526794.171702362,2,1,12,TRUE,FALSE,140,1,0,0,0,0
"2931",13,1,1,6,4,4,3,2,0.42590027700831,0.251731301939058,0.291089566020314,0.0312788550323176,1,608189.586887484,608190.9836173,1,1,13,TRUE,FALSE,140,0,1,0,5,0
"2932",14,1,1,3,4,3,1,2,0.42590027700831,0.251731301939058,0.291089566020314,0.0312788550323176,1,602180.128695781,602181.719388576,1,3,14,TRUE,FALSE,140,0,0,1,1,1
"2933",15,1,4,6,1,3,1,1,0.104755784061697,0.240268086669115,0.236044803525523,0.418931325743665,1,786096.085084933,786097.322469012,1,4,15,TRUE,FALSE,140,3,0,0,0,3
"2934",16,1,3,2,1,1,2,1,0.104755784061697,0.240268086669115,0.236044803525523,0.418931325743665,2,791891.061469783,791892.247007183,1,4,16,TRUE,FALSE,140,2,0,0,0,0
"2935",17,1,3,2,2,3,1,2,0.259308707906839,0.115413143450527,0.21376650348613,0.411511645156505,2,1297021.06315294,1297022.62595829,2,5,17,TRUE,FALSE,140,1,1,0,0,0
"2936",18,1,4,5,5,1,2,2,0.246354214436394,0.343666880675044,0.205814913326607,0.204163991561955,1,1580752.08948983,1580753.49549934,1,3,18,TRUE,FALSE,140,3,1,0,0,1
"2937",19,1,2,3,1,4,2,2,0.104755784061697,0.240268086669115,0.236044803525523,0.418931325743665,1,1633948.90340911,1633950.33649202,2,4,19,TRUE,FALSE,140,1,0,0,1,1
"2938",20,1,2,1,5,2,3,2,0.246354214436394,0.343666880675044,0.205814913326607,0.204163991561955,2,3205977.17285575,3205978.7636172,1,1,20,TRUE,FALSE,140,0,0,0,0,1
"2939",21,1,2,4,1,2,4,1,0.104755784061697,0.240268086669115,0.236044803525523,0.418931325743665,1,3795953.6836412,3795955.57065624,2,6,21,TRUE,FALSE,140,1,0,0,2,1
"2940",22,1,2,4,1,2,3,1,0.104755784061697,0.240268086669115,0.236044803525523,0.418931325743665,2,3810185.74711056,3810187.42232458,1,3,22,TRUE,FALSE,140,2,1,0,0,1
"2941",1,1,1,1,4,3,4,1,0.42590027700831,0.251731301939058,0.291089566020314,0.0312788550323176,1,432367.772210744,432368.695373315,2,2,1,TRUE,FALSE,141,0,0,0,1,0
"2942",3,1,1,1,4,4,2,1,0.42590027700831,0.251731301939058,0.291089566020314,0.0312788550323176,2,864501.613334638,864503.145664546,1,6,3,TRUE,FALSE,141,0,0,0,1,0
"2943",4,1,4,3,1,3,4,2,0.104755784061697,0.240268086669115,0.236044803525523,0.418931325743665,1,2324751.09504446,2324753.2205946,2,5,4,TRUE,FALSE,141,2,1,0,0,0
"2944",5,1,4,5,1,3,1,1,0.104755784061697,0.240268086669115,0.236044803525523,0.418931325743665,1,2401133.07930662,2401134.25020886,2,3,5,TRUE,FALSE,141,4,0,0,1,0
"2945",6,1,1,5,2,2,3,2,0.259308707906839,0.115413143450527,0.21376650348613,0.411511645156505,1,2405783.83679773,2405785.61943274,2,6,6,TRUE,FALSE,141,1,1,1,0,2
"2946",7,1,1,3,1,4,2,2,0.104755784061697,0.240268086669115,0.236044803525523,0.418931325743665,1,1340516.57170599,1340518.25124654,2,1,7,TRUE,FALSE,141,1,0,0,2,0
"2947",8,1,1,2,4,2,4,1,0.42590027700831,0.251731301939058,0.291089566020314,0.0312788550323176,1,1335506.05297978,1335507.42556641,2,1,8,TRUE,FALSE,141,0,0,0,1,1
"2948",9,1,4,4,2,2,4,2,0.259308707906839,0.115413143450527,0.21376650348613,0.411511645156505,1,1570625.33388724,1570627.29964143,2,1,9,TRUE,FALSE,141,1,3,0,0,0
"2949",10,1,3,1,3,3,2,1,0.2625,0.241785714285714,0.436428571428571,0.0592857142857143,2,88428.205842278,88429.727728693,2,1,10,TRUE,FALSE,141,0,0,1,0,0
"2950",11,1,3,1,2,1,4,2,0.259308707906839,0.115413143450527,0.21376650348613,0.411511645156505,2,93806.270600686,93807.746473887,1,2,11,TRUE,FALSE,141,0,1,0,0,0
"2951",12,1,4,5,1,4,3,1,0.104755784061697,0.240268086669115,0.236044803525523,0.418931325743665,1,526792.896037013,526794.171702362,2,1,12,TRUE,FALSE,141,3,0,0,0,2
"2952",13,1,4,3,5,1,2,2,0.246354214436394,0.343666880675044,0.205814913326607,0.204163991561955,1,608189.586887484,608190.9836173,1,6,13,TRUE,FALSE,141,1,1,0,0,1
"2953",14,1,1,5,5,4,2,2,0.246354214436394,0.343666880675044,0.205814913326607,0.204163991561955,1,602180.128695781,602181.719388576,1,3,14,TRUE,FALSE,141,0,1,0,3,1
"2954",15,1,3,3,2,1,2,2,0.259308707906839,0.115413143450527,0.21376650348613,0.411511645156505,2,786096.085084933,786097.322469012,1,6,15,TRUE,FALSE,141,0,1,0,2,0
"2955",16,1,2,4,1,4,1,1,0.104755784061697,0.240268086669115,0.236044803525523,0.418931325743665,2,791891.061469783,791892.247007183,1,2,16,TRUE,FALSE,141,1,0,0,1,2
"2956",17,1,1,4,5,2,4,2,0.246354214436394,0.343666880675044,0.205814913326607,0.204163991561955,2,1297021.06315294,1297022.62595829,2,2,17,TRUE,FALSE,141,0,1,0,1,2
"2957",18,1,2,1,5,1,2,1,0.246354214436394,0.343666880675044,0.205814913326607,0.204163991561955,1,1580752.08948983,1580753.49549934,1,5,18,TRUE,FALSE,141,0,0,0,0,1
"2958",19,1,4,6,2,4,1,2,0.259308707906839,0.115413143450527,0.21376650348613,0.411511645156505,2,1633948.90340911,1633950.33649202,2,3,19,TRUE,FALSE,141,2,2,0,0,2
"2959",20,1,1,5,4,4,1,1,0.42590027700831,0.251731301939058,0.291089566020314,0.0312788550323176,2,3205977.17285575,3205978.7636172,1,1,20,TRUE,FALSE,141,0,0,1,4,0
"2960",21,1,2,2,1,2,4,1,0.104755784061697,0.240268086669115,0.236044803525523,0.418931325743665,1,3795953.6836412,3795955.57065624,2,4,21,TRUE,FALSE,141,1,0,0,1,0
"2961",22,1,4,1,1,2,3,1,0.104755784061697,0.240268086669115,0.236044803525523,0.418931325743665,1,3810185.74711056,3810187.42232458,1,4,22,TRUE,FALSE,141,1,0,0,0,0
"2962",1,1,2,1,5,4,1,1,0.246354214436394,0.343666880675044,0.205814913326607,0.204163991561955,2,432367.772210744,432368.695373315,2,1,1,TRUE,FALSE,142,0,0,0,0,1
"2963",3,1,3,3,4,3,2,1,0.42590027700831,0.251731301939058,0.291089566020314,0.0312788550323176,1,864501.613334638,864503.145664546,1,1,3,TRUE,FALSE,142,0,0,1,1,1
"2964",4,1,1,3,5,1,2,1,0.246354214436394,0.343666880675044,0.205814913326607,0.204163991561955,2,2324751.09504446,2324753.2205946,2,3,4,TRUE,FALSE,142,1,1,0,0,1
"2965",5,1,1,4,1,3,4,1,0.104755784061697,0.240268086669115,0.236044803525523,0.418931325743665,1,2401133.07930662,2401134.25020886,2,5,5,TRUE,FALSE,142,2,1,0,1,0
"2966",6,1,2,5,3,2,1,1,0.2625,0.241785714285714,0.436428571428571,0.0592857142857143,1,2405783.83679773,2405785.61943274,2,5,6,TRUE,FALSE,142,2,0,1,1,1
"2967",7,1,3,6,3,3,1,2,0.2625,0.241785714285714,0.436428571428571,0.0592857142857143,2,1340516.57170599,1340518.25124654,2,3,7,TRUE,FALSE,142,2,0,2,0,2
"2968",8,1,3,3,4,2,4,1,0.42590027700831,0.251731301939058,0.291089566020314,0.0312788550323176,1,1335506.05297978,1335507.42556641,2,2,8,TRUE,FALSE,142,0,0,0,1,2
"2969",9,1,2,4,2,2,1,2,0.259308707906839,0.115413143450527,0.21376650348613,0.411511645156505,1,1570625.33388724,1570627.29964143,2,4,9,TRUE,FALSE,142,1,1,0,2,0
"2970",10,1,3,3,4,1,4,2,0.42590027700831,0.251731301939058,0.291089566020314,0.0312788550323176,2,88428.205842278,88429.727728693,2,1,10,TRUE,FALSE,142,0,0,0,2,1
"2971",11,1,2,6,4,1,4,1,0.42590027700831,0.251731301939058,0.291089566020314,0.0312788550323176,2,93806.270600686,93807.746473887,1,1,11,TRUE,FALSE,142,4,0,0,2,0
"2972",12,1,2,5,5,2,3,2,0.246354214436394,0.343666880675044,0.205814913326607,0.204163991561955,2,526792.896037013,526794.171702362,2,5,12,TRUE,FALSE,142,1,0,0,1,3
"2973",13,1,4,6,2,2,1,1,0.259308707906839,0.115413143450527,0.21376650348613,0.411511645156505,1,608189.586887484,608190.9836173,1,3,13,TRUE,FALSE,142,2,2,0,0,2
"2974",14,1,4,4,2,4,3,2,0.259308707906839,0.115413143450527,0.21376650348613,0.411511645156505,2,602180.128695781,602181.719388576,1,5,14,TRUE,FALSE,142,2,2,0,0,0
"2975",15,1,1,1,1,3,4,2,0.104755784061697,0.240268086669115,0.236044803525523,0.418931325743665,2,786096.085084933,786097.322469012,1,3,15,TRUE,FALSE,142,1,0,0,0,0
"2976",16,1,2,3,5,3,4,1,0.246354214436394,0.343666880675044,0.205814913326607,0.204163991561955,1,791891.061469783,791892.247007183,1,4,16,TRUE,FALSE,142,0,0,0,0,3
"2977",17,1,1,2,1,2,4,1,0.104755784061697,0.240268086669115,0.236044803525523,0.418931325743665,1,1297021.06315294,1297022.62595829,2,4,17,TRUE,FALSE,142,1,0,0,1,0
"2978",18,1,1,4,4,4,2,1,0.42590027700831,0.251731301939058,0.291089566020314,0.0312788550323176,2,1580752.08948983,1580753.49549934,1,1,18,TRUE,FALSE,142,0,1,0,2,1
"2979",19,1,4,5,1,2,3,2,0.104755784061697,0.240268086669115,0.236044803525523,0.418931325743665,2,1633948.90340911,1633950.33649202,2,6,19,TRUE,FALSE,142,4,0,0,0,1
"2980",20,1,1,5,4,3,2,2,0.42590027700831,0.251731301939058,0.291089566020314,0.0312788550323176,2,3205977.17285575,3205978.7636172,1,5,20,TRUE,FALSE,142,1,2,0,1,1
"2981",21,1,4,2,5,3,4,2,0.246354214436394,0.343666880675044,0.205814913326607,0.204163991561955,1,3795953.6836412,3795955.57065624,2,2,21,TRUE,FALSE,142,0,1,0,0,1
"2982",22,1,3,1,1,2,3,2,0.104755784061697,0.240268086669115,0.236044803525523,0.418931325743665,2,3810185.74711056,3810187.42232458,1,1,22,TRUE,FALSE,142,1,0,0,0,0
"2983",1,1,3,6,5,1,3,1,0.246354214436394,0.343666880675044,0.205814913326607,0.204163991561955,1,432367.772210744,432368.695373315,2,1,1,TRUE,FALSE,143,0,1,0,3,2
"2984",3,1,2,6,5,3,4,2,0.246354214436394,0.343666880675044,0.205814913326607,0.204163991561955,2,864501.613334638,864503.145664546,1,3,3,TRUE,FALSE,143,2,0,1,1,2
"2985",4,1,2,1,5,2,4,1,0.246354214436394,0.343666880675044,0.205814913326607,0.204163991561955,1,2324751.09504446,2324753.2205946,2,3,4,TRUE,FALSE,143,0,0,0,0,1
"2986",5,1,1,1,4,2,3,1,0.42590027700831,0.251731301939058,0.291089566020314,0.0312788550323176,1,2401133.07930662,2401134.25020886,2,4,5,TRUE,FALSE,143,0,0,0,1,0
"2987",6,1,4,3,1,1,4,2,0.104755784061697,0.240268086669115,0.236044803525523,0.418931325743665,1,2405783.83679773,2405785.61943274,2,5,6,TRUE,FALSE,143,2,1,0,0,0
"2988",7,1,1,4,2,1,3,2,0.259308707906839,0.115413143450527,0.21376650348613,0.411511645156505,2,1340516.57170599,1340518.25124654,2,6,7,TRUE,FALSE,143,0,1,0,2,1
"2989",8,1,1,3,1,4,3,2,0.104755784061697,0.240268086669115,0.236044803525523,0.418931325743665,1,1335506.05297978,1335507.42556641,2,3,8,TRUE,FALSE,143,1,0,1,1,0
"2990",9,1,1,2,2,2,4,2,0.259308707906839,0.115413143450527,0.21376650348613,0.411511645156505,1,1570625.33388724,1570627.29964143,2,4,9,TRUE,FALSE,143,0,1,0,0,1
"2991",10,1,2,4,1,1,2,2,0.104755784061697,0.240268086669115,0.236044803525523,0.418931325743665,2,88428.205842278,88429.727728693,2,3,10,TRUE,FALSE,143,1,1,0,1,1
"2992",11,1,2,1,5,3,1,1,0.246354214436394,0.343666880675044,0.205814913326607,0.204163991561955,2,93806.270600686,93807.746473887,1,6,11,TRUE,FALSE,143,0,0,0,0,1
"2993",12,1,4,5,2,3,4,2,0.259308707906839,0.115413143450527,0.21376650348613,0.411511645156505,1,526792.896037013,526794.171702362,2,5,12,TRUE,FALSE,143,2,2,0,0,1
"2994",13,1,4,4,5,3,4,1,0.246354214436394,0.343666880675044,0.205814913326607,0.204163991561955,2,608189.586887484,608190.9836173,1,6,13,TRUE,FALSE,143,2,0,0,0,2
"2995",14,1,2,4,4,3,2,1,0.42590027700831,0.251731301939058,0.291089566020314,0.0312788550323176,1,602180.128695781,602181.719388576,1,4,14,TRUE,FALSE,143,0,0,1,2,1
"2996",15,1,1,1,4,2,3,2,0.42590027700831,0.251731301939058,0.291089566020314,0.0312788550323176,2,786096.085084933,786097.322469012,1,1,15,TRUE,FALSE,143,0,0,0,1,0
"2997",16,1,4,4,1,4,3,1,0.104755784061697,0.240268086669115,0.236044803525523,0.418931325743665,2,791891.061469783,791892.247007183,1,3,16,TRUE,FALSE,143,2,0,0,1,1
"2998",17,1,4,2,2,1,4,1,0.259308707906839,0.115413143450527,0.21376650348613,0.411511645156505,2,1297021.06315294,1297022.62595829,2,2,17,TRUE,FALSE,143,1,1,0,0,0
"2999",18,1,1,1,5,2,4,2,0.246354214436394,0.343666880675044,0.205814913326607,0.204163991561955,2,1580752.08948983,1580753.49549934,1,4,18,TRUE,FALSE,143,0,0,0,0,1
"3000",19,1,4,5,1,1,4,1,0.104755784061697,0.240268086669115,0.236044803525523,0.418931325743665,2,1633948.90340911,1633950.33649202,2,5,19,TRUE,FALSE,143,4,1,0,0,0
"3001",20,1,2,1,4,2,3,2,0.42590027700831,0.251731301939058,0.291089566020314,0.0312788550323176,2,3205977.17285575,3205978.7636172,1,5,20,TRUE,FALSE,143,0,0,0,1,0
"3002",21,1,4,6,5,1,4,1,0.246354214436394,0.343666880675044,0.205814913326607,0.204163991561955,2,3795953.6836412,3795955.57065624,2,2,21,TRUE,FALSE,143,3,1,0,0,2
"3003",22,1,2,3,5,3,4,2,0.246354214436394,0.343666880675044,0.205814913326607,0.204163991561955,2,3810185.74711056,3810187.42232458,1,1,22,TRUE,FALSE,143,0,0,0,1,2
"3004",1,1,4,6,1,3,4,2,0.104755784061697,0.240268086669115,0.236044803525523,0.418931325743665,2,432367.772210744,432368.695373315,2,6,1,TRUE,FALSE,144,3,1,1,1,0
"3005",3,1,2,6,4,2,4,1,0.42590027700831,0.251731301939058,0.291089566020314,0.0312788550323176,1,864501.613334638,864503.145664546,1,6,3,TRUE,FALSE,144,2,0,1,2,1
"3006",4,1,2,2,2,3,4,2,0.259308707906839,0.115413143450527,0.21376650348613,0.411511645156505,2,2324751.09504446,2324753.2205946,2,1,4,TRUE,FALSE,144,0,1,0,1,0
"3007",5,1,3,4,3,1,2,1,0.2625,0.241785714285714,0.436428571428571,0.0592857142857143,1,2401133.07930662,2401134.25020886,2,1,5,TRUE,FALSE,144,1,0,1,2,0
"3008",6,1,4,2,2,2,1,1,0.259308707906839,0.115413143450527,0.21376650348613,0.411511645156505,2,2405783.83679773,2405785.61943274,2,3,6,TRUE,FALSE,144,0,2,0,0,0
"3009",7,1,1,4,5,1,3,1,0.246354214436394,0.343666880675044,0.205814913326607,0.204163991561955,1,1340516.57170599,1340518.25124654,2,4,7,TRUE,FALSE,144,0,2,0,0,2
"3010",8,1,1,1,2,4,2,1,0.259308707906839,0.115413143450527,0.21376650348613,0.411511645156505,2,1335506.05297978,1335507.42556641,2,3,8,TRUE,FALSE,144,0,1,0,0,0
"3011",9,1,4,3,2,4,1,2,0.259308707906839,0.115413143450527,0.21376650348613,0.411511645156505,2,1570625.33388724,1570627.29964143,2,2,9,TRUE,FALSE,144,1,2,0,0,0
"3012",10,1,1,1,5,4,1,2,0.246354214436394,0.343666880675044,0.205814913326607,0.204163991561955,1,88428.205842278,88429.727728693,2,4,10,TRUE,FALSE,144,0,0,0,0,1
"3013",11,1,1,3,5,2,1,2,0.246354214436394,0.343666880675044,0.205814913326607,0.204163991561955,1,93806.270600686,93807.746473887,1,1,11,TRUE,FALSE,144,0,1,0,1,1
"3014",12,1,2,1,4,3,2,2,0.42590027700831,0.251731301939058,0.291089566020314,0.0312788550323176,1,526792.896037013,526794.171702362,2,5,12,TRUE,FALSE,144,0,0,0,1,0
"3015",13,1,1,2,1,2,4,1,0.104755784061697,0.240268086669115,0.236044803525523,0.418931325743665,1,608189.586887484,608190.9836173,1,4,13,TRUE,FALSE,144,1,0,0,1,0
"3016",14,1,2,3,3,3,2,1,0.2625,0.241785714285714,0.436428571428571,0.0592857142857143,1,602180.128695781,602181.719388576,1,4,14,TRUE,FALSE,144,1,0,1,0,1
"3017",15,1,3,2,1,2,4,1,0.104755784061697,0.240268086669115,0.236044803525523,0.418931325743665,2,786096.085084933,786097.322469012,1,1,15,TRUE,FALSE,144,1,0,0,0,1
"3018",16,1,2,5,4,1,3,2,0.42590027700831,0.251731301939058,0.291089566020314,0.0312788550323176,2,791891.061469783,791892.247007183,1,4,16,TRUE,FALSE,144,0,1,0,2,2
"3019",17,1,2,5,5,4,1,1,0.246354214436394,0.343666880675044,0.205814913326607,0.204163991561955,2,1297021.06315294,1297022.62595829,2,2,17,TRUE,FALSE,144,1,1,1,1,1
"3020",18,1,4,1,5,3,1,2,0.246354214436394,0.343666880675044,0.205814913326607,0.204163991561955,1,1580752.08948983,1580753.49549934,1,1,18,TRUE,FALSE,144,0,0,0,0,1
"3021",19,1,1,2,1,4,3,2,0.104755784061697,0.240268086669115,0.236044803525523,0.418931325743665,2,1633948.90340911,1633950.33649202,2,5,19,TRUE,FALSE,144,1,0,0,0,1
"3022",20,1,4,1,5,3,4,1,0.246354214436394,0.343666880675044,0.205814913326607,0.204163991561955,1,3205977.17285575,3205978.7636172,1,1,20,TRUE,FALSE,144,0,0,0,0,1
"3023",21,1,3,3,1,2,3,1,0.104755784061697,0.240268086669115,0.236044803525523,0.418931325743665,1,3795953.6836412,3795955.57065624,2,6,21,TRUE,FALSE,144,1,0,0,1,1
"3024",22,1,3,1,4,4,2,2,0.42590027700831,0.251731301939058,0.291089566020314,0.0312788550323176,1,3810185.74711056,3810187.42232458,1,3,22,TRUE,FALSE,144,0,0,0,1,0
"3025",1,1,2,5,4,1,4,2,0.42590027700831,0.251731301939058,0.291089566020314,0.0312788550323176,2,432367.772210744,432368.695373315,2,6,1,TRUE,FALSE,145,1,0,0,2,2
"3026",3,1,1,3,1,3,4,2,0.104755784061697,0.240268086669115,0.236044803525523,0.418931325743665,2,864501.613334638,864503.145664546,1,6,3,TRUE,FALSE,145,1,0,0,1,1
