"","subject","trial","sector","length","animal","questions_sector_1","questions_sector_2","questions_biggersmaller","posteriors_new_1","posteriors_new_2","posteriors_new_3","posteriors_new_4","answers_old","t_question","t_response","response","prevTrial","prevSubject","isNewSector","isNewSubject","secId","animal1","animal2","animal3","animal4","animal5"
"1",1,1,1,3,5,4,1,2,0.246354214436394,0.343666880675044,0.205814913326607,0.204163991561955,2,214178.1962429,NA,NA,NA,NA,NA,NA,1,0,1,0,0,2
"2",3,1,4,4,2,1,2,2,0.259308707906839,0.115413143450527,0.21376650348613,0.411511645156505,2,696035.169092051,NA,NA,6,1,TRUE,TRUE,1,1,2,0,0,1
"3",4,1,1,2,4,1,4,1,0.42590027700831,0.251731301939058,0.291089566020314,0.0312788550323176,1,9138875.76459032,NA,NA,3,3,TRUE,TRUE,1,0,0,0,2,0
"4",5,1,1,3,1,1,3,2,0.104755784061697,0.240268086669115,0.236044803525523,0.418931325743665,1,9215102.4141264,NA,NA,4,4,TRUE,TRUE,1,1,0,1,1,0
"5",6,1,1,2,4,1,3,2,0.42590027700831,0.251731301939058,0.291089566020314,0.0312788550323176,2,2081437.35360558,2081439.73606914,1,2,5,TRUE,TRUE,1,0,0,0,2,0
"6",7,1,2,4,5,2,4,1,0.246354214436394,0.343666880675044,0.205814913326607,0.204163991561955,1,9873.300633184,9874.746205814,1,2,6,TRUE,TRUE,1,1,0,0,1,2
"7",8,1,2,4,5,2,4,1,0.246354214436394,0.343666880675044,0.205814913326607,0.204163991561955,1,4872.17256967,NA,NA,2,7,TRUE,TRUE,1,2,0,1,0,1
"8",9,1,4,1,1,1,2,1,0.104755784061697,0.240268086669115,0.236044803525523,0.418931325743665,1,501767.453308469,NA,NA,1,8,TRUE,TRUE,1,1,0,0,0,0
"9",10,1,1,3,5,1,2,2,0.246354214436394,0.343666880675044,0.205814913326607,0.204163991561955,1,257446.080075195,257448.132350953,2,1,9,TRUE,TRUE,1,0,0,0,0,3
"10",11,1,3,3,2,1,3,2,0.259308707906839,0.115413143450527,0.21376650348613,0.411511645156505,2,262498.853648307,262501.177629491,2,2,10,TRUE,TRUE,1,0,1,1,1,0
"11",12,1,3,2,1,3,1,1,0.104755784061697,0.240268086669115,0.236044803525523,0.418931325743665,1,608793.493401744,608794.694504567,2,3,11,TRUE,TRUE,1,1,1,0,0,0
"12",13,1,4,2,1,2,3,2,0.104755784061697,0.240268086669115,0.236044803525523,0.418931325743665,2,690197.787925463,NA,NA,6,12,TRUE,TRUE,1,2,0,0,0,0
"13",14,1,2,5,4,2,4,1,0.42590027700831,0.251731301939058,0.291089566020314,0.0312788550323176,1,684573.382875659,684575.425632631,1,1,13,TRUE,TRUE,1,1,1,0,2,1
"14",15,1,2,6,4,1,4,2,0.42590027700831,0.251731301939058,0.291089566020314,0.0312788550323176,2,868250.404272134,868252.405443707,2,2,14,TRUE,TRUE,1,2,0,0,1,3
"15",16,1,1,4,3,1,2,1,0.2625,0.241785714285714,0.436428571428571,0.0592857142857143,1,873412.324858898,873413.752238508,1,5,15,TRUE,TRUE,1,0,2,1,1,0
"16",17,1,3,2,4,1,2,2,0.42590027700831,0.251731301939058,0.291089566020314,0.0312788550323176,2,1379488.0089241,NA,NA,3,16,TRUE,TRUE,1,0,0,1,1,0
"17",18,1,4,4,5,1,2,2,0.246354214436394,0.343666880675044,0.205814913326607,0.204163991561955,1,1662391.19263962,NA,NA,4,17,TRUE,TRUE,1,0,0,0,0,4
"18",19,1,3,2,3,4,1,1,0.2625,0.241785714285714,0.436428571428571,0.0592857142857143,2,1715080.83049616,1715082.47929848,2,2,18,TRUE,TRUE,1,0,0,1,0,1
"19",20,1,4,6,4,3,4,1,0.42590027700831,0.251731301939058,0.291089566020314,0.0312788550323176,2,3287626.0681221,3287627.67957347,2,1,19,TRUE,TRUE,1,3,1,0,1,1
"20",21,1,1,3,2,2,3,1,0.259308707906839,0.115413143450527,0.21376650348613,0.411511645156505,2,3877818.44640038,NA,NA,4,20,TRUE,TRUE,1,0,3,0,0,0
"21",22,1,1,3,1,3,2,1,0.104755784061697,0.240268086669115,0.236044803525523,0.418931325743665,1,3892305.59416455,3892307.43058689,1,1,21,TRUE,TRUE,1,1,0,0,2,0
"22",1,1,2,5,1,4,3,2,0.104755784061697,0.240268086669115,0.236044803525523,0.418931325743665,1,214178.1962429,NA,NA,3,1,TRUE,FALSE,2,2,0,1,1,1
"23",3,1,2,2,4,4,1,2,0.42590027700831,0.251731301939058,0.291089566020314,0.0312788550323176,1,696035.169092051,NA,NA,4,3,TRUE,FALSE,2,0,0,0,2,0
"24",4,1,4,1,5,3,2,1,0.246354214436394,0.343666880675044,0.205814913326607,0.204163991561955,2,9138875.76459032,NA,NA,2,4,TRUE,FALSE,2,0,0,0,0,1
"25",5,1,3,3,1,4,3,2,0.104755784061697,0.240268086669115,0.236044803525523,0.418931325743665,2,9215102.4141264,NA,NA,3,5,TRUE,FALSE,2,2,0,0,0,1
"26",6,1,4,3,1,3,1,1,0.104755784061697,0.240268086669115,0.236044803525523,0.418931325743665,1,2081437.35360558,2081439.73606914,1,2,6,TRUE,FALSE,2,2,1,0,0,0
"27",7,1,2,3,1,1,4,2,0.104755784061697,0.240268086669115,0.236044803525523,0.418931325743665,2,9873.300633184,9874.746205814,1,4,7,TRUE,FALSE,2,1,0,0,2,0
"28",8,1,2,4,5,1,2,2,0.246354214436394,0.343666880675044,0.205814913326607,0.204163991561955,1,4872.17256967,NA,NA,4,8,TRUE,FALSE,2,2,0,0,1,1
"29",9,1,1,1,2,2,1,2,0.259308707906839,0.115413143450527,0.21376650348613,0.411511645156505,1,501767.453308469,NA,NA,1,9,TRUE,FALSE,2,0,1,0,0,0
"30",10,1,3,6,4,4,2,1,0.42590027700831,0.251731301939058,0.291089566020314,0.0312788550323176,2,257446.080075195,257448.132350953,2,3,10,TRUE,FALSE,2,2,0,0,3,1
"31",11,1,2,2,1,2,3,2,0.104755784061697,0.240268086669115,0.236044803525523,0.418931325743665,2,262498.853648307,262501.177629491,2,3,11,TRUE,FALSE,2,1,0,0,0,1
"32",12,1,4,1,2,2,1,1,0.259308707906839,0.115413143450527,0.21376650348613,0.411511645156505,2,608793.493401744,608794.694504567,2,2,12,TRUE,FALSE,2,0,1,0,0,0
"33",13,1,3,4,2,4,3,2,0.259308707906839,0.115413143450527,0.21376650348613,0.411511645156505,1,690197.787925463,NA,NA,2,13,TRUE,FALSE,2,1,2,0,1,0
"34",14,1,1,6,2,4,2,2,0.259308707906839,0.115413143450527,0.21376650348613,0.411511645156505,2,684573.382875659,684575.425632631,1,5,14,TRUE,FALSE,2,0,4,0,1,1
"35",15,1,4,4,1,2,1,2,0.104755784061697,0.240268086669115,0.236044803525523,0.418931325743665,2,868250.404272134,868252.405443707,2,6,15,TRUE,FALSE,2,2,0,0,0,2
"36",16,1,4,5,2,1,3,1,0.259308707906839,0.115413143450527,0.21376650348613,0.411511645156505,2,873412.324858898,873413.752238508,1,4,16,TRUE,FALSE,2,2,2,0,0,1
"37",17,1,3,4,2,1,3,1,0.259308707906839,0.115413143450527,0.21376650348613,0.411511645156505,1,1379488.0089241,NA,NA,2,17,TRUE,FALSE,2,0,1,1,0,2
"38",18,1,1,6,5,1,4,1,0.246354214436394,0.343666880675044,0.205814913326607,0.204163991561955,1,1662391.19263962,NA,NA,4,18,TRUE,FALSE,2,0,1,2,1,2
"39",19,1,2,2,5,2,4,1,0.246354214436394,0.343666880675044,0.205814913326607,0.204163991561955,1,1715080.83049616,1715082.47929848,2,2,19,TRUE,FALSE,2,0,0,0,1,1
"40",20,1,3,3,3,4,3,2,0.2625,0.241785714285714,0.436428571428571,0.0592857142857143,1,3287626.0681221,3287627.67957347,2,6,20,TRUE,FALSE,2,2,0,1,0,0
"41",21,1,3,1,5,1,2,2,0.246354214436394,0.343666880675044,0.205814913326607,0.204163991561955,2,3877818.44640038,NA,NA,3,21,TRUE,FALSE,2,0,0,0,0,1
"42",22,1,3,3,4,1,4,1,0.42590027700831,0.251731301939058,0.291089566020314,0.0312788550323176,1,3892305.59416455,3892307.43058689,1,3,22,TRUE,FALSE,2,0,0,0,3,0
"43",1,1,3,1,1,2,4,1,0.104755784061697,0.240268086669115,0.236044803525523,0.418931325743665,1,214178.1962429,NA,NA,5,1,TRUE,FALSE,3,1,0,0,0,0
"44",3,1,4,1,5,3,1,1,0.246354214436394,0.343666880675044,0.205814913326607,0.204163991561955,2,696035.169092051,NA,NA,2,3,TRUE,FALSE,3,0,0,0,0,1
"45",4,1,1,3,4,2,4,1,0.42590027700831,0.251731301939058,0.291089566020314,0.0312788550323176,1,9138875.76459032,NA,NA,1,4,TRUE,FALSE,3,0,0,0,3,0
"46",5,1,3,2,5,3,1,1,0.246354214436394,0.343666880675044,0.205814913326607,0.204163991561955,2,9215102.4141264,NA,NA,3,5,TRUE,FALSE,3,0,0,0,1,1
"47",6,1,4,1,2,3,4,2,0.259308707906839,0.115413143450527,0.21376650348613,0.411511645156505,2,2081437.35360558,2081439.73606914,1,3,6,TRUE,FALSE,3,0,1,0,0,0
"48",7,1,3,4,3,1,2,2,0.2625,0.241785714285714,0.436428571428571,0.0592857142857143,2,9873.300633184,9874.746205814,1,3,7,TRUE,FALSE,3,1,0,1,2,0
"49",8,1,2,4,5,2,3,1,0.246354214436394,0.343666880675044,0.205814913326607,0.204163991561955,1,4872.17256967,NA,NA,4,8,TRUE,FALSE,3,0,1,0,1,2
"50",9,1,4,2,1,4,1,1,0.104755784061697,0.240268086669115,0.236044803525523,0.418931325743665,1,501767.453308469,NA,NA,1,9,TRUE,FALSE,3,1,0,0,0,1
"51",10,1,1,3,5,1,4,2,0.246354214436394,0.343666880675044,0.205814913326607,0.204163991561955,1,257446.080075195,257448.132350953,2,6,10,TRUE,FALSE,3,1,1,0,0,1
"52",11,1,1,3,5,1,3,1,0.246354214436394,0.343666880675044,0.205814913326607,0.204163991561955,1,262498.853648307,262501.177629491,2,2,11,TRUE,FALSE,3,0,0,0,1,2
"53",12,1,3,4,1,3,4,2,0.104755784061697,0.240268086669115,0.236044803525523,0.418931325743665,2,608793.493401744,608794.694504567,2,1,12,TRUE,FALSE,3,1,0,0,1,2
"54",13,1,4,3,1,4,3,1,0.104755784061697,0.240268086669115,0.236044803525523,0.418931325743665,1,690197.787925463,NA,NA,4,13,TRUE,FALSE,3,1,1,0,0,1
"55",14,1,2,2,1,1,2,1,0.104755784061697,0.240268086669115,0.236044803525523,0.418931325743665,2,684573.382875659,684575.425632631,1,6,14,TRUE,FALSE,3,1,0,0,1,0
"56",15,1,2,5,1,1,2,2,0.104755784061697,0.240268086669115,0.236044803525523,0.418931325743665,1,868250.404272134,868252.405443707,2,4,15,TRUE,FALSE,3,3,0,0,1,1
"57",16,1,3,5,1,3,4,1,0.104755784061697,0.240268086669115,0.236044803525523,0.418931325743665,1,873412.324858898,873413.752238508,1,5,16,TRUE,FALSE,3,2,0,1,1,1
"58",17,1,2,4,4,3,1,1,0.42590027700831,0.251731301939058,0.291089566020314,0.0312788550323176,1,1379488.0089241,NA,NA,4,17,TRUE,FALSE,3,1,0,0,1,2
"59",18,1,4,3,1,2,4,1,0.104755784061697,0.240268086669115,0.236044803525523,0.418931325743665,2,1662391.19263962,NA,NA,6,18,TRUE,FALSE,3,2,0,0,0,1
"60",19,1,3,1,5,2,4,1,0.246354214436394,0.343666880675044,0.205814913326607,0.204163991561955,1,1715080.83049616,1715082.47929848,2,2,19,TRUE,FALSE,3,0,0,0,0,1
"61",20,1,1,2,2,4,1,1,0.259308707906839,0.115413143450527,0.21376650348613,0.411511645156505,1,3287626.0681221,3287627.67957347,2,3,20,TRUE,FALSE,3,0,2,0,0,0
"62",21,1,1,4,5,3,4,1,0.246354214436394,0.343666880675044,0.205814913326607,0.204163991561955,1,3877818.44640038,NA,NA,1,21,TRUE,FALSE,3,0,1,0,1,2
"63",22,1,2,1,3,3,4,2,0.2625,0.241785714285714,0.436428571428571,0.0592857142857143,2,3892305.59416455,3892307.43058689,1,3,22,TRUE,FALSE,3,0,0,1,0,0
"64",1,1,4,6,1,4,3,1,0.104755784061697,0.240268086669115,0.236044803525523,0.418931325743665,1,214178.1962429,NA,NA,1,1,TRUE,FALSE,4,4,0,0,1,1
"65",3,1,2,2,4,1,3,2,0.42590027700831,0.251731301939058,0.291089566020314,0.0312788550323176,2,696035.169092051,NA,NA,1,3,TRUE,FALSE,4,0,0,0,1,1
"66",4,1,3,6,5,3,1,1,0.246354214436394,0.343666880675044,0.205814913326607,0.204163991561955,2,9138875.76459032,NA,NA,3,4,TRUE,FALSE,4,1,1,0,2,2
"67",5,1,4,6,1,4,1,2,0.104755784061697,0.240268086669115,0.236044803525523,0.418931325743665,2,9215102.4141264,NA,NA,2,5,TRUE,FALSE,4,3,0,0,1,2
"68",6,1,4,4,1,2,1,1,0.104755784061697,0.240268086669115,0.236044803525523,0.418931325743665,1,2081437.35360558,2081439.73606914,1,1,6,TRUE,FALSE,4,2,2,0,0,0
"69",7,1,1,3,4,4,2,2,0.42590027700831,0.251731301939058,0.291089566020314,0.0312788550323176,1,9873.300633184,9874.746205814,1,4,7,TRUE,FALSE,4,0,0,0,1,2
"70",8,1,3,1,1,1,2,1,0.104755784061697,0.240268086669115,0.236044803525523,0.418931325743665,1,4872.17256967,NA,NA,4,8,TRUE,FALSE,4,1,0,0,0,0
"71",9,1,1,4,3,1,2,2,0.2625,0.241785714285714,0.436428571428571,0.0592857142857143,2,501767.453308469,NA,NA,2,9,TRUE,FALSE,4,1,0,1,2,0
"72",10,1,2,6,1,1,3,1,0.104755784061697,0.240268086669115,0.236044803525523,0.418931325743665,2,257446.080075195,257448.132350953,2,3,10,TRUE,FALSE,4,2,0,0,2,2
"73",11,1,4,3,5,1,2,2,0.246354214436394,0.343666880675044,0.205814913326607,0.204163991561955,2,262498.853648307,262501.177629491,2,3,11,TRUE,FALSE,4,0,1,0,0,2
"74",12,1,4,5,1,2,4,1,0.104755784061697,0.240268086669115,0.236044803525523,0.418931325743665,2,608793.493401744,608794.694504567,2,4,12,TRUE,FALSE,4,4,1,0,0,0
"75",13,1,1,4,4,1,2,2,0.42590027700831,0.251731301939058,0.291089566020314,0.0312788550323176,2,690197.787925463,NA,NA,3,13,TRUE,FALSE,4,1,0,0,3,0
"76",14,1,4,3,2,2,1,1,0.259308707906839,0.115413143450527,0.21376650348613,0.411511645156505,2,684573.382875659,684575.425632631,1,2,14,TRUE,FALSE,4,0,2,0,0,1
"77",15,1,2,2,4,1,4,2,0.42590027700831,0.251731301939058,0.291089566020314,0.0312788550323176,2,868250.404272134,868252.405443707,2,5,15,TRUE,FALSE,4,1,0,0,1,0
"78",16,1,3,6,3,1,4,2,0.2625,0.241785714285714,0.436428571428571,0.0592857142857143,2,873412.324858898,873413.752238508,1,5,16,TRUE,FALSE,4,0,2,2,1,1
"79",17,1,2,1,5,3,2,1,0.246354214436394,0.343666880675044,0.205814913326607,0.204163991561955,2,1379488.0089241,NA,NA,4,17,TRUE,FALSE,4,0,0,0,0,1
"80",18,1,2,1,1,2,4,2,0.104755784061697,0.240268086669115,0.236044803525523,0.418931325743665,2,1662391.19263962,NA,NA,3,18,TRUE,FALSE,4,1,0,0,0,0
"81",19,1,1,5,5,3,2,2,0.246354214436394,0.343666880675044,0.205814913326607,0.204163991561955,1,1715080.83049616,1715082.47929848,2,1,19,TRUE,FALSE,4,0,1,0,1,3
"82",20,1,2,3,2,1,4,2,0.259308707906839,0.115413143450527,0.21376650348613,0.411511645156505,1,3287626.0681221,3287627.67957347,2,2,20,TRUE,FALSE,4,0,2,0,0,1
"83",21,1,4,1,2,3,1,1,0.259308707906839,0.115413143450527,0.21376650348613,0.411511645156505,2,3877818.44640038,NA,NA,4,21,TRUE,FALSE,4,0,1,0,0,0
"84",22,1,1,2,5,3,1,1,0.246354214436394,0.343666880675044,0.205814913326607,0.204163991561955,2,3892305.59416455,3892307.43058689,1,1,22,TRUE,FALSE,4,0,0,0,0,2
"85",1,1,1,2,4,3,1,1,0.42590027700831,0.251731301939058,0.291089566020314,0.0312788550323176,2,214178.1962429,NA,NA,6,1,TRUE,FALSE,5,0,0,0,1,1
"86",3,1,1,1,4,3,1,2,0.42590027700831,0.251731301939058,0.291089566020314,0.0312788550323176,1,696035.169092051,NA,NA,2,3,TRUE,FALSE,5,0,0,0,1,0
"87",4,1,3,3,5,1,4,2,0.246354214436394,0.343666880675044,0.205814913326607,0.204163991561955,1,9138875.76459032,NA,NA,6,4,TRUE,FALSE,5,1,0,0,0,2
"88",5,1,4,6,1,2,4,1,0.104755784061697,0.240268086669115,0.236044803525523,0.418931325743665,1,9215102.4141264,NA,NA,6,5,TRUE,FALSE,5,1,2,0,1,2
"89",6,1,1,1,5,1,4,1,0.246354214436394,0.343666880675044,0.205814913326607,0.204163991561955,1,2081437.35360558,2081439.73606914,1,4,6,TRUE,FALSE,5,0,0,0,0,1
"90",7,1,1,5,5,1,2,1,0.246354214436394,0.343666880675044,0.205814913326607,0.204163991561955,1,9873.300633184,9874.746205814,1,3,7,TRUE,FALSE,5,0,2,0,1,2
"91",8,1,4,2,2,2,4,2,0.259308707906839,0.115413143450527,0.21376650348613,0.411511645156505,1,4872.17256967,NA,NA,1,8,TRUE,FALSE,5,0,2,0,0,0
"92",9,1,2,1,3,4,3,1,0.2625,0.241785714285714,0.436428571428571,0.0592857142857143,2,501767.453308469,NA,NA,4,9,TRUE,FALSE,5,0,0,1,0,0
"93",10,1,1,2,2,2,4,1,0.259308707906839,0.115413143450527,0.21376650348613,0.411511645156505,2,257446.080075195,257448.132350953,2,6,10,TRUE,FALSE,5,0,1,0,0,1
"94",11,1,2,6,5,3,4,2,0.246354214436394,0.343666880675044,0.205814913326607,0.204163991561955,2,262498.853648307,262501.177629491,2,3,11,TRUE,FALSE,5,3,0,0,2,1
"95",12,1,2,5,4,3,1,1,0.42590027700831,0.251731301939058,0.291089566020314,0.0312788550323176,2,608793.493401744,608794.694504567,2,5,12,TRUE,FALSE,5,1,0,0,3,1
"96",13,1,4,2,5,3,2,1,0.246354214436394,0.343666880675044,0.205814913326607,0.204163991561955,2,690197.787925463,NA,NA,4,13,TRUE,FALSE,5,0,0,0,0,2
"97",14,1,1,1,4,1,3,2,0.42590027700831,0.251731301939058,0.291089566020314,0.0312788550323176,2,684573.382875659,684575.425632631,1,3,14,TRUE,FALSE,5,0,0,0,1,0
"98",15,1,3,3,4,3,1,1,0.42590027700831,0.251731301939058,0.291089566020314,0.0312788550323176,2,868250.404272134,868252.405443707,2,2,15,TRUE,FALSE,5,0,0,1,2,0
"99",16,1,1,3,2,3,1,1,0.259308707906839,0.115413143450527,0.21376650348613,0.411511645156505,2,873412.324858898,873413.752238508,1,6,16,TRUE,FALSE,5,0,1,0,1,1
"100",17,1,2,3,5,3,2,2,0.246354214436394,0.343666880675044,0.205814913326607,0.204163991561955,1,1379488.0089241,NA,NA,1,17,TRUE,FALSE,5,0,0,0,0,3
"101",18,1,3,2,5,3,1,1,0.246354214436394,0.343666880675044,0.205814913326607,0.204163991561955,2,1662391.19263962,NA,NA,1,18,TRUE,FALSE,5,0,0,0,1,1
"102",19,1,2,2,1,3,4,2,0.104755784061697,0.240268086669115,0.236044803525523,0.418931325743665,1,1715080.83049616,1715082.47929848,2,5,19,TRUE,FALSE,5,1,0,0,0,1
"103",20,1,4,2,5,2,4,1,0.246354214436394,0.343666880675044,0.205814913326607,0.204163991561955,2,3287626.0681221,3287627.67957347,2,3,20,TRUE,FALSE,5,0,1,0,0,1
"104",21,1,2,2,1,2,4,2,0.104755784061697,0.240268086669115,0.236044803525523,0.418931325743665,1,3877818.44640038,NA,NA,1,21,TRUE,FALSE,5,1,0,0,0,1
"105",22,1,3,2,5,1,4,2,0.246354214436394,0.343666880675044,0.205814913326607,0.204163991561955,1,3892305.59416455,3892307.43058689,1,2,22,TRUE,FALSE,5,1,0,0,0,1
"106",1,1,2,3,4,4,2,1,0.42590027700831,0.251731301939058,0.291089566020314,0.0312788550323176,2,214178.1962429,NA,NA,2,1,TRUE,FALSE,6,1,1,0,1,0
"107",3,1,2,2,1,3,4,1,0.104755784061697,0.240268086669115,0.236044803525523,0.418931325743665,2,696035.169092051,NA,NA,1,3,TRUE,FALSE,6,1,0,0,0,1
"108",4,1,2,6,2,4,1,1,0.259308707906839,0.115413143450527,0.21376650348613,0.411511645156505,1,9138875.76459032,NA,NA,3,4,TRUE,FALSE,6,1,4,1,0,0
"109",5,1,4,6,3,1,2,2,0.2625,0.241785714285714,0.436428571428571,0.0592857142857143,1,9215102.4141264,NA,NA,6,5,TRUE,FALSE,6,2,2,1,0,1
"110",6,1,3,2,1,2,4,1,0.104755784061697,0.240268086669115,0.236044803525523,0.418931325743665,1,2081437.35360558,2081439.73606914,1,1,6,TRUE,FALSE,6,1,0,0,1,0
"111",7,1,3,2,3,4,2,2,0.2625,0.241785714285714,0.436428571428571,0.0592857142857143,1,9873.300633184,9874.746205814,1,5,7,TRUE,FALSE,6,0,0,2,0,0
"112",8,1,4,4,1,1,4,2,0.104755784061697,0.240268086669115,0.236044803525523,0.418931325743665,1,4872.17256967,NA,NA,2,8,TRUE,FALSE,6,2,2,0,0,0
"113",9,1,1,2,4,2,3,1,0.42590027700831,0.251731301939058,0.291089566020314,0.0312788550323176,1,501767.453308469,NA,NA,1,9,TRUE,FALSE,6,0,0,0,1,1
"114",10,1,2,3,1,3,1,2,0.104755784061697,0.240268086669115,0.236044803525523,0.418931325743665,2,257446.080075195,257448.132350953,2,2,10,TRUE,FALSE,6,2,0,1,0,0
"115",11,1,2,1,5,2,1,2,0.246354214436394,0.343666880675044,0.205814913326607,0.204163991561955,1,262498.853648307,262501.177629491,2,6,11,TRUE,FALSE,6,0,0,0,0,1
"116",12,1,2,2,5,4,2,1,0.246354214436394,0.343666880675044,0.205814913326607,0.204163991561955,2,608793.493401744,608794.694504567,2,5,12,TRUE,FALSE,6,0,0,1,0,1
"117",13,1,2,2,5,3,1,1,0.246354214436394,0.343666880675044,0.205814913326607,0.204163991561955,2,690197.787925463,NA,NA,2,13,TRUE,FALSE,6,0,0,0,0,2
"118",14,1,4,5,2,3,1,2,0.259308707906839,0.115413143450527,0.21376650348613,0.411511645156505,2,684573.382875659,684575.425632631,1,1,14,TRUE,FALSE,6,1,3,0,0,1
"119",15,1,1,1,3,3,2,1,0.2625,0.241785714285714,0.436428571428571,0.0592857142857143,2,868250.404272134,868252.405443707,2,3,15,TRUE,FALSE,6,0,0,1,0,0
"120",16,1,3,2,3,1,2,1,0.2625,0.241785714285714,0.436428571428571,0.0592857142857143,1,873412.324858898,873413.752238508,1,3,16,TRUE,FALSE,6,0,1,1,0,0
"121",17,1,2,1,5,1,2,2,0.246354214436394,0.343666880675044,0.205814913326607,0.204163991561955,2,1379488.0089241,NA,NA,3,17,TRUE,FALSE,6,0,0,0,0,1
"122",18,1,1,3,1,3,4,1,0.104755784061697,0.240268086669115,0.236044803525523,0.418931325743665,1,1662391.19263962,NA,NA,2,18,TRUE,FALSE,6,1,0,0,1,1
"123",19,1,4,6,5,2,4,1,0.246354214436394,0.343666880675044,0.205814913326607,0.204163991561955,1,1715080.83049616,1715082.47929848,2,2,19,TRUE,FALSE,6,1,1,0,1,3
"124",20,1,3,2,4,3,4,1,0.42590027700831,0.251731301939058,0.291089566020314,0.0312788550323176,1,3287626.0681221,3287627.67957347,2,2,20,TRUE,FALSE,6,1,0,0,1,0
"125",21,1,2,3,1,4,3,1,0.104755784061697,0.240268086669115,0.236044803525523,0.418931325743665,2,3877818.44640038,NA,NA,2,21,TRUE,FALSE,6,1,0,0,1,1
"126",22,1,4,3,1,2,4,2,0.104755784061697,0.240268086669115,0.236044803525523,0.418931325743665,1,3892305.59416455,3892307.43058689,1,2,22,TRUE,FALSE,6,2,0,0,0,1
"127",1,1,4,4,1,1,2,2,0.104755784061697,0.240268086669115,0.236044803525523,0.418931325743665,1,214178.1962429,NA,NA,3,1,TRUE,FALSE,7,2,1,0,0,1
"128",3,1,3,4,4,2,4,1,0.42590027700831,0.251731301939058,0.291089566020314,0.0312788550323176,1,696035.169092051,NA,NA,2,3,TRUE,FALSE,7,1,1,0,1,1
"129",4,1,4,1,1,1,3,2,0.104755784061697,0.240268086669115,0.236044803525523,0.418931325743665,2,9138875.76459032,NA,NA,6,4,TRUE,FALSE,7,1,0,0,0,0
"130",5,1,3,4,4,3,2,2,0.42590027700831,0.251731301939058,0.291089566020314,0.0312788550323176,2,9215102.4141264,NA,NA,6,5,TRUE,FALSE,7,0,1,0,2,1
"131",6,1,3,6,1,1,3,1,0.104755784061697,0.240268086669115,0.236044803525523,0.418931325743665,2,2081437.35360558,2081439.73606914,1,2,6,TRUE,FALSE,7,2,1,2,1,0
"132",7,1,4,3,2,4,2,1,0.259308707906839,0.115413143450527,0.21376650348613,0.411511645156505,2,9873.300633184,9874.746205814,1,2,7,TRUE,FALSE,7,1,1,0,1,0
"133",8,1,2,5,5,3,4,1,0.246354214436394,0.343666880675044,0.205814913326607,0.204163991561955,2,4872.17256967,NA,NA,4,8,TRUE,FALSE,7,3,1,0,0,1
"134",9,1,2,3,4,2,1,2,0.42590027700831,0.251731301939058,0.291089566020314,0.0312788550323176,2,501767.453308469,NA,NA,2,9,TRUE,FALSE,7,1,0,0,1,1
"135",10,1,2,1,5,4,1,2,0.246354214436394,0.343666880675044,0.205814913326607,0.204163991561955,1,257446.080075195,257448.132350953,2,3,10,TRUE,FALSE,7,0,0,0,0,1
"136",11,1,1,6,2,4,3,1,0.259308707906839,0.115413143450527,0.21376650348613,0.411511645156505,2,262498.853648307,262501.177629491,2,1,11,TRUE,FALSE,7,0,2,0,1,3
"137",12,1,2,1,1,2,4,2,0.104755784061697,0.240268086669115,0.236044803525523,0.418931325743665,2,608793.493401744,608794.694504567,2,2,12,TRUE,FALSE,7,1,0,0,0,0
"138",13,1,1,4,4,3,2,1,0.42590027700831,0.251731301939058,0.291089566020314,0.0312788550323176,1,690197.787925463,NA,NA,2,13,TRUE,FALSE,7,0,0,1,2,1
"139",14,1,1,5,5,2,3,2,0.246354214436394,0.343666880675044,0.205814913326607,0.204163991561955,1,684573.382875659,684575.425632631,1,5,14,TRUE,FALSE,7,0,0,1,3,1
"140",15,1,1,4,5,4,2,2,0.246354214436394,0.343666880675044,0.205814913326607,0.204163991561955,1,868250.404272134,868252.405443707,2,1,15,TRUE,FALSE,7,0,0,0,2,2
"141",16,1,3,2,4,4,1,1,0.42590027700831,0.251731301939058,0.291089566020314,0.0312788550323176,2,873412.324858898,873413.752238508,1,2,16,TRUE,FALSE,7,0,0,0,1,1
"142",17,1,3,1,4,4,3,2,0.42590027700831,0.251731301939058,0.291089566020314,0.0312788550323176,1,1379488.0089241,NA,NA,1,17,TRUE,FALSE,7,0,0,0,1,0
"143",18,1,1,1,4,1,2,2,0.42590027700831,0.251731301939058,0.291089566020314,0.0312788550323176,2,1662391.19263962,NA,NA,3,18,TRUE,FALSE,7,0,0,0,1,0
"144",19,1,4,2,1,1,2,1,0.104755784061697,0.240268086669115,0.236044803525523,0.418931325743665,2,1715080.83049616,1715082.47929848,2,6,19,TRUE,FALSE,7,2,0,0,0,0
"145",20,1,2,6,3,3,2,2,0.2625,0.241785714285714,0.436428571428571,0.0592857142857143,1,3287626.0681221,3287627.67957347,2,2,20,TRUE,FALSE,7,2,0,1,1,2
"146",21,1,4,2,2,4,3,2,0.259308707906839,0.115413143450527,0.21376650348613,0.411511645156505,1,3877818.44640038,NA,NA,3,21,TRUE,FALSE,7,0,1,0,1,0
"147",22,1,1,5,5,3,1,2,0.246354214436394,0.343666880675044,0.205814913326607,0.204163991561955,1,3892305.59416455,3892307.43058689,1,3,22,TRUE,FALSE,7,0,0,0,1,4
